title,abstract,publication_year,keywords,mesh_terms,authors
Omics data classification using constitutive artificial neural network optimized with single candidate optimizer.,"Recent technical advancements enable omics-based biological study of molecules with very high throughput and low cost, such as genomic, proteomic, and microbionics'. To overcome this drawback, Omics Data Classification using Constitutive Artificial Neural Network Optimized with Single Candidate Optimizer (ODC-ZOA-CANN-SCO) is proposed in this manuscript. The input data is pre-processing by using Adaptive variational Bayesian filtering (AVBF) to replace missing values. The pre-processing data is fed to Zebra Optimization Algorithm (ZOA) for dimensionality reduction. Then, the Constitutive Artificial Neural Network (CANN) is employed to classify omics data. The weight parameter is optimized by Single Candidate Optimizer (SCO). The proposed ODC-ZOA-CANN-SCO method attains 25.36%, 21.04%, 22.18%, 26.90%, and 28.12% higher accuracy when analysed to the existing methods like multi-omics data integration utilizing adaptive graph learning and attention mode for patient categorization with biomarker identification (MOD-AGL-AM-PABI), deep learning method depending upon multi-omics data integration to create risk stratification prediction mode for skin cutaneous melanoma (DL-MODI-RSP-SCM), Deep belief network-base model for identifying Alzheimer's disease utilizing multi-omics data (DDN-DAD-MOD), hybrid cancer prediction depending upon multi-omics data and reinforcement learning state action reward state action (HCP-MOD-RL-SARSA), machine learning basis method under omics data including biological knowledge database for cancer clinical endpoint prediction (ML-ODBKD-CCEP) methods, respectively.",2024,Constitutive artificial neural network; Zebra Optimization Algorithm; omics data; single candidate optimizer,,"Madhan, S; Kalaiselvan, A"
Non-cancer related causes of mortality in Merkel cell carcinoma: a national database study.,No abstract,2024,Alzheimer’s disease; Cardiovascular disease; Merkel cell carcinoma; Neuroendocrine tumour; Non-cancer mortality; Standardized mortality ratio,"Humans; Carcinoma, Merkel Cell; Skin Neoplasms; Male; Female; Aged; Databases, Factual; Aged, 80 and over; Middle Aged; Cause of Death","Joshi, TP; Cope, D; Gonzalez, C; Jang, A; Mireles, N; Nguyen, O; Patel, J; Ranario, JS"
Differentiating Prodromal Dementia with Lewy Bodies from Prodromal Alzheimer's Disease: A Pragmatic Review for Clinicians.,"This pragmatic review synthesises the current understanding of prodromal dementia with Lewy bodies (pDLB) and prodromal Alzheimer's disease (pAD), including clinical presentations, neuropsychological profiles, neuropsychiatric symptoms, biomarkers, and indications for disease management. The core clinical features of dementia with Lewy bodies (DLB)-parkinsonism, complex visual hallucinations, cognitive fluctuations, and REM sleep behaviour disorder are common prodromal symptoms. Supportive clinical features of pDLB include severe neuroleptic sensitivity, as well as autonomic and neuropsychiatric symptoms. The neuropsychological profile in mild cognitive impairment attributable to Lewy body pathology (MCI-LB) tends to include impairment in visuospatial skills and executive functioning, distinguishing it from MCI due to AD, which typically presents with impairment in memory. pDLB may present with cognitive impairment, psychiatric symptoms, and/or recurrent episodes of delirium, indicating that it is not necessarily synonymous with MCI-LB. Imaging, fluid and other biomarkers may play a crucial role in differentiating pDLB from pAD. The current MCI-LB criteria recognise low dopamine transporter uptake using positron emission tomography or single photon emission computed tomography (SPECT), loss of REM atonia on polysomnography, and sympathetic cardiac denervation using meta-iodobenzylguanidine SPECT as indicative biomarkers with slowing of dominant frequency on EEG among others as supportive biomarkers. This review also highlights the emergence of fluid and skin-based biomarkers. There is little research evidence for the treatment of pDLB, but pharmacological and non-pharmacological treatments for DLB may be discussed with patients. Non-pharmacological interventions such as diet, exercise, and cognitive stimulation may provide benefit, while evaluation and management of contributing factors like medications and sleep disturbances are vital. There is a need to expand research across diverse patient populations to address existing disparities in clinical trial participation. In conclusion, an early and accurate diagnosis of pDLB or pAD presents an opportunity for tailored interventions, improved healthcare outcomes, and enhanced quality of life for patients and care partners.",2024,Biomarkers; Clinical diagnosis; Early-stage dementia; Mild cognitive impairment; Neuropsychological profile; Psychiatric symptoms; Treatment planning,,"Wyman-Chick, KA; Chaudhury, P; Bayram, E; Abdelnour, C; Matar, E; Chiu, SY; Ferreira, D; Hamilton, CA; Donaghy, PC; Rodriguez-Porcel, F; Toledo, JB; Habich, A; Barrett, MJ; Patel, B; Jaramillo-Jimenez, A; Scott, GD; Kane, JPM"
The Aftermath of COVID-19: Exploring the Long-Term Effects on Organ Systems.,Post-acute sequelae of SARS-CoV-2 infection (PASC) is a complicated disease that affects millions of people all over the world. Previous studies have shown that PASC impacts 10% of SARS-CoV-2 infected patients of which 50-70% are hospitalised. It has also been shown that 10-12% of those vaccinated against COVID-19 were affected by PASC and its complications. The severity and the later development of PASC symptoms are positively associated with the early intensity of the infection.,2024,SARS-CoV-2; long-COVID; organ systems,,"Golzardi, M; Hromić-Jahjefendić, A; Šutković, J; Aydin, O; Ünal-Aydın, P; Bećirević, T; Redwan, EM; Rubio-Casillas, A; Uversky, VN"
Alpha-lipoic Acid: An Antioxidant with Anti-Aging Properties for Disease Therapy.,"The anti-aging effects of alpha-lipoic acid (αLA), a natural antioxidant synthesized in human tissues, have attracted a growing interest in recent years. αLA is a short- -chain sulfur-containing fatty acid occurring in the mitochondria of all kinds of eukaryotic cells. Both the oxidized disulfide of αLA and its reduced form (dihydrolipoic acid, DHLA) exhibit prominent antioxidant function. The amount of αLA inside the human body gradually decreases with age resulting in various health disorders. Its lack can be compensated by supplying from external sources such as dietary supplements or medicinal dosage forms. The primary objectives of this study were the analysis of updated information on the latest two-decade research regarding the use of αLA from an anti-aging perspective. The information was collected from PubMed, Wiley Online Library, Scopus, ScienceDirect, SpringerLink, Google Scholar, and clinicaltrials.gov. Numerous in silico, in vitro, in vivo, and clinical studies revealed that αLA shows a protective role in biological systems by direct or indirect reactive oxygen/nitrogen species quenching. αLA demonstrated beneficial properties in the prevention and treatment of many age-related disorders such as neurodegeneration, metabolic disorders, different cancers, nephropathy, infertility, and skin senescence. Its preventive effects in case of Alzheimer's and Parkinson's diseases are of particular interest. Further mechanistic and clinical studies are highly recommended to evaluate the wide spectrum of αLA therapeutic potential that could optimize its dietary intake for prevention and alleviation disorders related to aging.",2024,Free radicals; atherosclerosis; cancer; chelating metals; detoxification; diabetes; dosage forms; infertility; nanoformulations.; nephropathy; neurodegeneration; obesity; skin senescence,,"Shanaida, M; Lysiuk, R; Mykhailenko, O; Hudz, N; Abdulsalam, A; Gontova, T; Oleshchuk, O; Ivankiv, Y; Shanaida, V; Lytkin, D; Bjørklund, G"
Optimizing Neuroprotective Nano-structured Lipid Carriers for Transdermal Delivery through Artificial Neural Network.,"Dementia associated with Alzheimer's disease (AD) is a neurological disorder. AD is a progressive neurodegenerative condition that predominantly impacts the elderly population, although it can also manifest in younger people through the impairment of cognitive functions, such as memory, cognition, and behaviour. Donepezil HCl and Memantine HCl are encapsulated in Nanostructured Lipid Carriers (NLCs) to prolong systemic circulation and minimize the systemic side effects.",2024,Artificial neural network; box behnken design.; design of experiment; donepezil HCl; memantine HCl; nano-structured lipid carrier,,"Dalwadi, S; Thakkar, V; Prajapati, B"
The Olfactory Trail of Neurodegenerative Diseases.,"Alterations in olfactory functions are proposed as possible early biomarkers of neurodegenerative diseases. Parkinson's and Alzheimer's diseases manifest olfactory dysfunction as a symptom, which is worth mentioning. The alterations do not occur in all patients, but they can serve to rule out neurodegenerative pathologies that are not associated with small deficits. Several prevalent neurodegenerative conditions, including impaired smell, arise in the early stages of Parkinson's and Alzheimer's diseases, presenting an attractive prospect as a snitch for early diagnosis. This review covers the current knowledge on the link between olfactory deficits and Parkinson's and Alzheimer's diseases. The review also covers the emergence of olfactory receptors as actors in the pathophysiology of these diseases. Olfactory receptors are not exclusively expressed in olfactory sensory neurons. Olfactory receptors are widespread in the human body; they are expressed, among others, in the testicles, lungs, intestines, kidneys, skin, heart, and blood cells. Although information on these ectopically expressed olfactory receptors is limited, they appear to be involved in cell recognition, migration, proliferation, wound healing, apoptosis, and exocytosis. Regarding expression in non-chemosensory regions of the central nervous system (CNS), future research should address the role, in both the glia and neurons, of olfactory receptors. Here, we review the limited but relevant information on the altered expression of olfactory receptor genes in Parkinson's and Alzheimer's diseases. By unraveling how olfactory receptor activation is involved in neurodegeneration and identifying links between olfactory structures and neuronal death, valuable information could be gained for early diagnosis and intervention strategies in neurodegenerative diseases.",2024,Alzheimer’s disease; Parkinson’s disease; ectopic expression; microglia; neurons; olfactory receptors,"Humans; Neurodegenerative Diseases; Smell; Alzheimer Disease; Parkinson Disease; Olfaction Disorders; Receptors, Odorant","Franco, R; Garrigós, C; Lillo, J"
Evaluation of 3D-Printed Solid Microneedles Coated with Electrosprayed Polymeric Nanoparticles for Simultaneous Delivery of Rivastigmine and N-Acetyl Cysteine.,"In the current study, coated microneedle arrays were fabricated by means of digital light processing (DLP) printing. Three different shapes were designed, printed, and coated with PLGA particles containing two different actives. Rivastigmine (RIV) and N-acetyl-cysteine (NAC) were coformulated via electrohydrodynamic atomization (EHDA), and they were incorporated into the PLGA particles. The two actives are administered as a combined therapy for Alzheimer's disease. The printed arrays were evaluated regarding their ability to penetrate skin and their mechanical properties. Optical microscopy and scanning electron microscopy (SEM) were employed to further characterize the microneedle structure. Confocal laser microscopy studies were conducted to construct 3D imaging of the coating and to simulate the diffusion of the particles through artificial skin samples. Permeation studies were performed to investigate the transport of the drugs across human skin ",2024,3D printing; cytocompatibility studies; digital light processing (DLP); electrospinning; human skin; permeability studies; solid microneedles; transdermal delivery,"Acetylcysteine; Rivastigmine; Humans; Printing, Three-Dimensional; Needles; Nanoparticles; Biocompatible Materials; Materials Testing; Particle Size; Drug Delivery Systems; Skin; Polylactic Acid-Polyglycolic Acid Copolymer; Cell Survival","Monou, PK; Andriotis, E; Tzetzis, D; Tzimtzimis, E; Panteris, E; Andreadis, D; Demiri, E; Vizirianakis, IS; Fatouros, DG"
Understanding exosomes: Part 2-Emerging leaders in regenerative medicine.,"Exosomes are the smallest subset of extracellular signaling vesicles secreted by most cells with the ability to communicate with other tissues and cell types over long distances. Their use in regenerative medicine has gained tremendous momentum recently due to their ability to be utilized as therapeutic options for a wide array of diseases/conditions. Over 5000 publications are currently being published yearly on this topic, and this number is only expected to dramatically increase as novel therapeutic strategies continue to be developed. Today exosomes have been applied in numerous contexts including neurodegenerative disorders (Alzheimer's disease, central nervous system, depression, multiple sclerosis, Parkinson's disease, post-traumatic stress disorders, traumatic brain injury, peripheral nerve injury), damaged organs (heart, kidney, liver, stroke, myocardial infarctions, myocardial infarctions, ovaries), degenerative processes (atherosclerosis, diabetes, hematology disorders, musculoskeletal degeneration, osteoradionecrosis, respiratory disease), infectious diseases (COVID-19, hepatitis), regenerative procedures (antiaging, bone regeneration, cartilage/joint regeneration, osteoarthritis, cutaneous wounds, dental regeneration, dermatology/skin regeneration, erectile dysfunction, hair regrowth, intervertebral disc repair, spinal cord injury, vascular regeneration), and cancer therapy (breast, colorectal, gastric cancer and osteosarcomas), immune function (allergy, autoimmune disorders, immune regulation, inflammatory diseases, lupus, rheumatoid arthritis). This scoping review is a first of its kind aimed at summarizing the extensive regenerative potential of exosomes over a broad range of diseases and disorders.",2024,dermasomes; exosomes; immunosomes; regenerative medicine; ultra‐centrifugation,Humans; Exosomes; Regenerative Medicine,"Miron, RJ; Estrin, NE; Sculean, A; Zhang, Y"
Measurement of Ca,Increasing evidence points to deregulated flux of ionized calcium (Ca,2024,Connexin43; GCaMP6s; HaCaT cells; Hemichannel functionality; Ionomycin; Lentiviral transduction; TAT-Gap19,Connexins; Connexin 43; Biological Transport; Calcium,"Nardin, C; Mammano, F"
"Virgin coconut oil - its methods of extraction, properties and clinical usage: a review.","Virgin coconut oil (VCO) is a processed edible oil, which is removed from the mature coconuts. It is a colourless water insoluble liquid and obtained by the hot and cold extraction processes. The nutritional components of VCO are mainly contributed to by lauric acid, its primary content. VCO has shown its anticancer, antimicrobial, analgesic, antipyretic and antiinflammatory properties. Because of these medicinal properties, VCO has gained the wider attention among the medical field. Most evidently VCO has shown its potential antioxidant property, because of its phenolic compounds and medium chain fatty acids. It is one of the beneficial compounds used to prevent and treat the oxidative stress induced neurological disorders like stress, depression and Alzheimer's disease. Dietary supplementation of VCO is easy and economical and safer in daily life among all age groups. It is also beneficial for the cardiovascular, respiratory, dermatological, reproductive and bone health. It can also be applied to the skin as a moisturizer in the paediatric age group. Hence, exploration of antioxidant property as well as other beneficial effects of VCO in various health conditions will be valuable.",2024,antioxidant; oxidative stress; virgin coconut oil,Humans; Child; Coconut Oil; Antioxidants; Oxidative Stress,"Rao, YL; Pai, MM; Krishnaprasad, PR; Pai, MV; Murlimanju, BV; Mohan, A; Prabhu, LV; Vadgaonkar, R"
The β-Secretase BACE1 Drives Fibroblast Activation in Systemic Sclerosis through the APP/β-Catenin/Notch Signaling Axis.,"BACE1 is well-known for its role in the development of Alzheimer's disease. Recent publications, including our own, have demonstrated a role for this enzyme in other chronic diseases. The aim of this study was to investigate the role of BACE1 in the autoimmune disease systemic sclerosis (SSc). BACE1 protein levels were elevated in the skin of patients with SSc. Inhibition of BACE1 with small-molecule inhibitors or small interfering RNA blocked SSc and fibrotic stimuli-mediated fibroblast activation. Furthermore, we show that BACE1 regulation of dermal fibroblast activation is dependent on β-catenin and Notch signaling. The neurotropic factor brain-derived neurotrophic factor negatively regulates BACE1 expression and activity in dermal fibroblasts. Finally, sera from patients with SSc show higher β-amyloid and lower brain-derived neurotrophic factor levels than healthy controls. The ability of BACE1 to regulate SSc fibroblast activation reveals a therapeutic target in SSc. Several BACE1 inhibitors have been shown to be safe in clinical trials for Alzheimer's disease and could be repurposed to ameliorate fibrosis progression.",2024,Autoimmunity; Bace1; Fibrosis; Notch; Wnt,,"Wasson, CW; De Lorenzis, E; Clavane, EM; Ross, RL; Walker, KA; Caballero-Ruiz, B; Antinozzi, C; Wells, R; Migneco, G; Brown, JMY; Turvey, SJ; Simmons, KJ; Riobo-Del Galdo, NA; Di Luigi, L; McKimmie, CS; Del Galdo, F; Meakin, PJ"
Development of Telmisartan Nanocrystal-Based Dissolving Microneedle for Brain Targeting via Trigeminal Pathway: A Potentially Promising Treatment for Alzheimer's with an Improved Pharmacokinetic Profile.,"Telmisartan (TMN), an angiotensin receptor blocker (ARB) drug, is being considered as an alternative therapy for Alzheimer's disease (ALZ). However, when taken orally, its low water solubility leads to a low bioavailability and brain concentration. To overcome this problem, TMN was formulated as nanocrystals (NC), then incorporated into dissolving microneedles (DMN) to enhance drug delivery to the brain via the trigeminal route on the face. TMN-NC was formulated with 1% PVA using the top-down method and stirred for 12 h, producing the smallest particle size of 132 ± 11 nm and showing a better release profile, reaching 89.51 ± 7.52% (2 times greater than pure TMN). TMN-NC-DMN with a combination of 15% PVA and 25% PVP showed optimal mechanical strength and penetration ability; they could dissolve completely within 15 min, and their surface pH was safe for the skin. The permeation test of TMN-NC-DMN showed the highest concentration, reaching 285.80 ± 32.12 μg/mL, compared to TMN-DMN and patch control, which only reached 87.17 ± 11.24 and 94.00 ± 11.09 μg/mL, respectively. The TMN-NC-DMN combination showed better bioavailability and was found to be well-delivered to the brain without any irritation to the skin. Pharmacokinetic parameters had a significant difference (",2024,alzheimer; nanocyrstal loaded telsmisartan; telmisartan; trigeminal pathway; two-layered dissolving microneedles,"Humans; Administration, Cutaneous; Telmisartan; Alzheimer Disease; Angiotensin Receptor Antagonists; Angiotensin-Converting Enzyme Inhibitors; Brain; Nanoparticles","Madani, AF; Syauqi, MA; Permatasari, JA; Putri, AA; M, F; Permana, AD"
,"Chronic venous insufficiency (CVI) is a common medical condition characterized by impaired functioning of the venous system in the lower extremities. It leads to various symptoms, including varicose veins, leg edema, and skin pigmentation. It is believed that a combination of genetic and environmental factors affect the development of CVI. The ",2024,APOE gene; cardiovascular diseases; polymorphism; rs429358; rs7412,,"Ismail, AB; Balcıoğlu, Ö; Özcem, B; Ergoren, MÇ"
Generation and characterization of an iPS cell line (PUMCi006-A) from skin fibroblasts of a patient with an M239T mutation in PSEN2 gene.,"Presenilin-2 (PSEN2) mutation is one of the pathogenic factors of autosomal dominant early-onset Alzheimer's disease (EOAD). We generated a human induced pluripotent stem cell (iPSC) line from fibroblasts of an EOAD patient carrying PSEN2 mutation (c.716 T > C) utilizing Sendai reprogramming kit. The resulting iPSC line carried patient-specific point mutation, exhibited typical iPSC morphology, retained a normal karyotype, expressed pluripotency markers, and could form embryoid bodies. Established iPSC line serve as valuable resource for EOAD disease pathogenesis modelling and drug screening.",2024,,Humans; Induced Pluripotent Stem Cells; Fibroblasts; Presenilin-2; Mutation; Skin; Cell Line; Alzheimer Disease; Cell Differentiation; Cellular Reprogramming; Male,"Zhu, W; Zhou, J; Shang, L; Zhou, Y; Wang, Q; Yu, Y; Dong, L; Mao, C; Chu, S; Jin, W; Li, J; Gao, J"
Efficacy and safety of tofacitinib for chronic plaque psoriasis and psoriatic arthritis: a systematic review and meta-analysis of randomized controlled trials.,To summarize and analyze the results of published randomized controlled trials of tofacitinib for the treatment of chronic plaque psoriasis and psoriatic arthritis(PsA) and discuss its efficacy and safety.,2024,Chronic plaque psoriasis; Psoriatic arthritis; Tofacitinib,"Humans; Arthritis, Psoriatic; Quality of Life; Treatment Outcome; Randomized Controlled Trials as Topic; Psoriasis; Uveitis; Piperidines; Pyrimidines","Dai, Q; Zhang, Y; Liu, Q; Zhang, C"
Seeding Activity of Skin Misfolded Tau as a Biomarker for Tauopathies.,"Tauopathies are a group of age-related neurodegenerative diseases characterized by the accumulation of pathologically phosphorylated tau protein in the brain, leading to prion-like propagation and aggregation. They include Alzheimer's disease (AD), progressive supranuclear palsy (PSP), corticobasal degeneration (CBD), and Pick's disease (PiD). Currently, reliable diagnostic biomarkers that directly reflect the capability of propagation and spreading of misfolded tau aggregates in peripheral tissues and body fluids are lacking.",2024,Alzheimer’s disease; Tauopathies; real-time quaking-induced conversion (RT-QuIC); seeding activity; skin; tau,,"Wang, Z; Wu, L; Gerasimenko, M; Gilliland, T; Gunzler, SA; Donadio, V; Liguori, R; Xu, B; Zou, WQ"
